PC,RES_CNT_High,NRP_CNT_High,UNC_CNT_High,TOT_CNT_High,RES_CNT_Medium,NRP_CNT_Medium,UNC_CNT_Medium,TOT_CNT_Medium,RES_CNT_Low,NRP_CNT_Low,UNC_CNT_Low,TOT_CNT_Low,RES_CNT_VeryLow,NRP_CNT_VeryLow,UNC_CNT_VeryLow,TOT_CNT_VeryLow,SORTOFF,DISTRICT,SECTOR,UNIT
WF13 3FA,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,WF,13,3,FA
NR9 4ED,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NR,9,4,ED
HU6 8EA,0,0,0,0,0,0,0,0,28,0,0,28,0,0,0,0,HU,6,8,EA
SE16 4JN,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,SE,16,4,JN
TN33 9DT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TN,33,9,DT
HU7 3NT,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,27,HU,7,3,NT
PO19 8TX,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,PO,19,8,TX
EX17 3BT,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,EX,17,3,BT
TN39 3HT,12,0,0,12,3,0,0,3,0,0,0,0,0,0,0,0,TN,39,3,HT
TN12 6DR,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,TN,12,6,DR
DT2 7AH,1,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,DT,2,7,AH
SN7 8JX,0,0,3,3,2,0,0,2,0,0,0,0,0,0,0,0,SN,7,8,JX
SE1 8JJ,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,SE,1,8,JJ
TW18 1RX,6,0,0,6,4,2,1,7,8,2,0,10,0,0,0,0,TW,18,1,RX
EN8 8PA,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,EN,8,8,PA
SL7 1SY,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,SL,7,1,SY
WF10 2LR,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,WF,10,2,LR
BB5 1HT,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,BB,5,1,HT
SM4 6BF,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,SM,4,6,BF
HU12 8JY,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,10,HU,12,8,JY
S70 3QT,8,0,0,8,0,0,0,0,4,0,0,4,0,0,0,0,S,70,3,QT
PL30 4AL,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,PL,30,4,AL
RH20 3BB,0,0,3,3,0,0,1,1,0,0,2,2,0,0,0,0,RH,20,3,BB
TR26 1HT,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TR,26,1,HT
E12 6JU,0,0,0,0,0,0,0,0,31,0,0,31,0,0,0,0,E,12,6,JU
CA5 7HP,1,0,1,2,0,0,0,0,2,0,3,5,0,0,0,0,CA,5,7,HP
SE16 2UN,0,0,0,0,0,0,0,0,8,1,0,9,26,14,0,40,SE,16,2,UN
E15 3AD,0,0,0,0,0,0,0,0,0,0,0,0,42,2,0,44,E,15,3,AD
PO11 9QB,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,PO,11,9,QB
TN23 3NQ,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,TN,23,3,NQ
S43 2HB,0,0,0,0,0,0,0,0,9,0,0,9,9,0,0,9,S,43,2,HB
CV8 1HA,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,CV,8,1,HA
WV15 6HL,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,WV,15,6,HL
SE28 0DP,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,SE,28,0,DP
CB24 4SL,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,CB,24,4,SL
S60 4HQ,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,S,60,4,HQ
BN22 7JE,0,0,0,0,0,0,0,0,16,0,0,16,0,0,0,0,BN,22,7,JE
HP11 1JU,0,0,0,0,0,0,0,0,0,84,0,84,0,0,0,0,HP,11,1,JU
BH16 5BW,0,0,0,0,0,9,0,9,0,4,0,4,0,0,0,0,BH,16,5,BW
PE12 9EH,0,0,0,0,0,0,0,0,0,12,3,15,0,0,0,0,PE,12,9,EH
SL4 2ST,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,SL,4,2,ST
OX13 6HG,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,OX,13,6,HG
PL21 9TH,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,PL,21,9,TH
SS4 2DN,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,1,SS,4,2,DN
BN27 4EQ,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,BN,27,4,EQ
DN22 7HL,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,DN,22,7,HL
SW8 4HT,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,SW,8,4,HT
SE15 6HN,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,19,SE,15,6,HN
NE3 5EU,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,NE,3,5,EU
PR5 4DE,0,0,0,0,0,0,0,0,51,0,0,51,0,0,0,0,PR,5,4,DE
PE11 3XN,0,0,0,0,0,0,0,0,7,0,0,7,10,5,0,15,PE,11,3,XN
TS5 6LZ,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,TS,5,6,LZ
PE31 7SU,0,0,0,0,0,0,0,0,0,0,0,0,21,15,0,36,PE,31,7,SU
AL1 2ES,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,AL,1,2,ES
SK8 6QS,0,10,1,11,0,1,0,1,0,3,0,3,0,0,0,0,SK,8,6,QS
OX14 4NE,0,0,3,3,1,0,0,1,0,0,0,0,0,0,0,0,OX,14,4,NE
GU52 8XG,0,0,0,0,2,1,0,3,1,0,0,1,0,0,0,0,GU,52,8,XG
TA1 1TG,0,0,0,0,0,0,0,0,7,12,0,19,0,0,0,0,TA,1,1,TG
KT7 0GG,0,0,0,0,0,0,0,0,24,0,0,24,0,0,0,0,KT,7,0,GG
PL19 0LD,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,PL,19,0,LD
BS23 2AL,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,BS,23,2,AL
WF10 2RS,0,0,0,0,0,0,0,0,54,0,0,54,0,0,0,0,WF,10,2,RS
WR2 4RL,0,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,WR,2,4,RL
LE7 7PJ,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,LE,7,7,PJ
EX33 2EP,6,0,2,8,0,0,0,0,0,1,1,2,0,0,0,0,EX,33,2,EP
TW17 8AG,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,TW,17,8,AG
GL13 9DU,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,11,GL,13,9,DU
MK42 6BW,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,MK,42,6,BW
PO30 2PH,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PO,30,2,PH
TS15 9EJ,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,TS,15,9,EJ
BS2 0QL,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,BS,2,0,QL
CA15 6LR,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,CA,15,6,LR
DN37 9DW,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,DN,37,9,DW
TS3 8AS,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,TS,3,8,AS
TW18 2SN,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,TW,18,2,SN
TN12 6JG,0,0,0,0,0,0,0,0,13,2,0,15,0,0,0,0,TN,12,6,JG
PL21 9ES,0,11,0,11,0,0,0,0,0,10,2,12,0,0,0,0,PL,21,9,ES
SW3 4LS,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,35,SW,3,4,LS
GL7 3NU,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,GL,7,3,NU
PE25 3RS,0,0,0,0,9,0,2,11,0,0,0,0,7,2,1,10,PE,25,3,RS
TR26 1LG,3,21,1,25,0,0,0,0,0,0,0,0,0,0,0,0,TR,26,1,LG
S65 1RF,0,3,0,3,11,2,0,13,9,4,3,16,0,2,2,4,S,65,1,RF
HG4 5LN,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,HG,4,5,LN
SS17 9LQ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,SS,17,9,LQ
SO24 0LP,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,SO,24,0,LP
BS23 3HA,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,21,BS,23,3,HA
BA1 3JW,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,BA,1,3,JW
N17 9AB,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,N,17,9,AB
M7 1WZ,0,0,0,0,24,0,0,24,2,0,0,2,0,0,0,0,M,7,1,WZ
NG7 2JR,0,0,0,0,2,0,0,2,13,0,0,13,0,0,0,0,NG,7,2,JR
SE2 9EP,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,28,SE,2,9,EP
TS3 6AT,0,0,0,0,0,4,0,4,1,6,0,7,0,0,0,0,TS,3,6,AT
CO6 1NS,6,0,0,6,0,0,0,0,1,0,1,2,0,0,0,0,CO,6,1,NS
PE11 1HF,0,0,0,0,50,0,1,51,0,0,0,0,0,0,0,0,PE,11,1,HF
HU7 4ZJ,9,0,0,9,0,0,0,0,0,0,0,0,22,0,0,22,HU,7,4,ZJ
CO10 9BQ,0,0,0,0,1,1,0,2,3,0,0,3,0,0,0,0,CO,10,9,BQ
L40 1UP,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,L,40,1,UP
OL14 6LD,5,2,0,7,0,3,0,3,0,0,0,0,0,0,0,0,OL,14,6,LD
CR8 2BG,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,CR,8,2,BG
SN9 5AD,2,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,SN,9,5,AD
N18 2JG,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,N,18,2,JG
SS8 0ND,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,SS,8,0,ND
E16 4AA,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,37,E,16,4,AA
DE12 7AF,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,DE,12,7,AF
SE1 9UF,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,5,SE,1,9,UF
CV11 5PX,5,0,0,5,0,0,0,0,2,0,0,2,0,0,0,0,CV,11,5,PX
FY5 5FF,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,19,FY,5,5,FF
BS22 8NW,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,BS,22,8,NW
TN8 5ED,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,TN,8,5,ED
BD23 3FX,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,BD,23,3,FX
EX6 7EZ,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,EX,6,7,EZ
DN7 5TE,0,0,2,2,1,1,0,2,0,0,0,0,0,0,0,0,DN,7,5,TE
CA10 3SZ,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,CA,10,3,SZ
LS13 4JA,15,3,0,18,1,0,0,1,9,0,0,9,0,0,0,0,LS,13,4,JA
LS23 6RB,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,LS,23,6,RB
CA5 7AH,4,0,6,10,0,0,1,1,2,1,1,4,0,0,0,0,CA,5,7,AH
PR25 1UU,0,0,0,0,0,0,0,0,19,1,0,20,0,0,0,0,PR,25,1,UU
TW1 2TW,0,0,0,0,0,0,0,0,13,1,0,14,0,0,0,0,TW,1,2,TW
YO19 5SG,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,YO,19,5,SG
OL3 6HA,4,3,0,7,0,2,0,2,2,12,0,14,0,0,0,0,OL,3,6,HA
NW7 1JR,1,0,0,1,0,0,0,0,3,0,0,3,0,0,0,0,NW,7,1,JR
GL7 6EY,11,2,0,13,2,0,1,3,1,0,0,1,0,0,0,0,GL,7,6,EY
PE11 3LU,0,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,PE,11,3,LU
PL15 8DH,3,1,0,4,0,1,0,1,1,0,0,1,0,0,0,0,PL,15,8,DH
BS9 2HS,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,BS,9,2,HS
TA8 2HN,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,TA,8,2,HN
BL7 9DY,0,0,0,0,0,0,0,0,76,0,0,76,0,0,0,0,BL,7,9,DY
BS22 7RU,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,22,BS,22,7,RU
BR3 3XN,3,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,BR,3,3,XN
TN12 6FR,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,TN,12,6,FR
EX24 6HD,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,EX,24,6,HD
SG9 9JS,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,4,SG,9,9,JS
CA28 6NS,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,CA,28,6,NS
EX23 8RA,8,8,0,16,0,0,0,0,6,4,0,10,0,1,0,1,EX,23,8,RA
HU6 7RZ,0,0,0,0,0,0,0,0,1,0,0,1,16,6,0,22,HU,6,7,RZ
RG18 9UZ,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,RG,18,9,UZ
CV37 9DR,0,0,0,0,8,0,0,8,2,0,0,2,0,0,0,0,CV,37,9,DR
DN35 0PW,0,24,1,25,0,0,0,0,0,0,0,0,0,0,0,0,DN,35,0,PW
CA13 0JH,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,CA,13,0,JH
FY7 8BH,0,0,0,0,0,0,0,0,0,0,0,0,45,3,0,48,FY,7,8,BH
NG9 6NW,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,NG,9,6,NW
IP18 6DH,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,IP,18,6,DH
DN14 5HR,44,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,DN,14,5,HR
SW11 7AE,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,69,SW,11,7,AE
LN12 2AQ,15,22,1,38,0,0,0,0,0,0,0,0,0,0,0,0,LN,12,2,AQ
SE1 0UX,0,0,0,0,0,0,0,0,0,1,0,1,5,4,1,10,SE,1,0,UX
LA2 8AF,1,0,11,12,0,0,2,2,0,0,2,2,0,0,0,0,LA,2,8,AF
S80 4DA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,S,80,4,DA
CA5 6QL,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,CA,5,6,QL
NR13 6EB,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,NR,13,6,EB
KT16 9JJ,70,4,0,74,0,0,0,0,0,1,0,1,0,0,0,0,KT,16,9,JJ
NR28 9NG,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,NR,28,9,NG
BA6 9PR,0,0,0,0,46,0,0,46,0,0,0,0,0,0,0,0,BA,6,9,PR
HU7 4QY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,HU,7,4,QY
SW20 9JA,1,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,SW,20,9,JA
OX28 6LT,0,0,0,0,0,0,0,0,48,1,0,49,0,0,0,0,OX,28,6,LT
TS2 1UT,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,TS,2,1,UT
PE21 7EF,0,0,0,0,0,0,0,0,49,0,0,49,0,0,0,0,PE,21,7,EF
PE11 2AS,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,PE,11,2,AS
WV6 7RD,0,0,0,0,0,0,0,0,9,0,1,10,0,0,0,0,WV,6,7,RD
TN37 7SW,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,TN,37,7,SW
CA25 5JZ,0,0,0,0,2,0,0,2,6,0,0,6,0,0,0,0,CA,25,5,JZ
CA28 7JE,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,CA,28,7,JE
YO19 6JG,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,YO,19,6,JG
ST14 5HY,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,ST,14,5,HY
EX33 1FE,2,0,0,2,0,0,0,0,15,0,0,15,0,0,0,0,EX,33,1,FE
CV9 3LG,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,CV,9,3,LG
GL1 4XB,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,GL,1,4,XB
SW13 0BP,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,SW,13,0,BP
M32 8JF,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,M,32,8,JF
PR9 8PL,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,29,PR,9,8,PL
NG11 7AG,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,NG,11,7,AG
SO17 2LT,1,0,0,1,5,0,0,5,2,0,0,2,1,0,0,1,SO,17,2,LT
E13 8EH,0,0,0,0,0,0,0,0,0,0,0,0,80,3,0,83,E,13,8,EH
YO8 9BH,0,0,0,0,2,0,0,2,42,1,0,43,0,0,0,0,YO,8,9,BH
PE22 0BL,0,0,0,0,0,0,0,0,16,0,3,19,0,0,0,0,PE,22,0,BL
BR5 1HT,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,BR,5,1,HT
CO6 2JL,0,2,1,3,2,0,3,5,1,0,1,2,0,0,0,0,CO,6,2,JL
PO7 7XU,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,PO,7,7,XU
BS3 4AR,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,BS,3,4,AR
PE13 3HU,0,0,0,0,16,0,1,17,0,0,0,0,0,0,0,0,PE,13,3,HU
CA16 6AA,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,CA,16,6,AA
LE12 8UU,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,LE,12,8,UU
TS10 3NR,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,TS,10,3,NR
SE6 4BT,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,SE,6,4,BT
DA15 7PQ,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,DA,15,7,PQ
LE7 1GW,1,0,0,1,0,0,0,0,4,0,0,4,0,0,0,0,LE,7,1,GW
OX3 0RT,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,OX,3,0,RT
S6 4TN,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,S,6,4,TN
PE25 1QX,0,0,1,1,0,0,0,0,34,0,0,34,17,0,0,17,PE,25,1,QX
HA8 8XH,12,0,0,12,0,0,0,0,24,0,0,24,0,0,0,0,HA,8,8,XH
TQ9 6LY,1,0,1,2,0,0,0,0,1,1,2,4,0,0,0,0,TQ,9,6,LY
TW15 3NA,0,0,0,0,0,0,0,0,10,0,0,10,15,1,0,16,TW,15,3,NA
BL9 6GH,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,BL,9,6,GH
LA23 1EY,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,LA,23,1,EY
PR2 2ZB,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PR,2,2,ZB
PE2 5UZ,0,0,0,0,0,0,0,0,9,0,3,12,0,0,0,0,PE,2,5,UZ
TN39 4NG,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,TN,39,4,NG
SW1W 8QX,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,SW,1W,8,QX
BN22 7SS,0,0,0,0,0,0,0,0,23,0,1,24,0,0,0,0,BN,22,7,SS
NR34 9SH,6,0,0,6,2,0,0,2,16,1,0,17,0,0,0,0,NR,34,9,SH
S41 0EX,20,5,4,29,8,0,0,8,6,0,0,6,1,0,0,1,S,41,0,EX
TR13 0SR,0,2,1,3,0,7,0,7,0,1,0,1,0,0,0,0,TR,13,0,SR
CH60 9JU,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,CH,60,9,JU
TW18 3EB,0,0,0,0,6,0,0,6,4,0,0,4,0,0,0,0,TW,18,3,EB
PL19 8BS,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,PL,19,8,BS
TN12 6UB,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,TN,12,6,UB
TW15 1UH,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,TW,15,1,UH
HU16 5PG,0,0,0,0,0,0,0,0,3,0,0,3,1,0,0,1,HU,16,5,PG
HD1 3BX,0,0,0,0,0,0,0,0,236,2,0,238,0,0,0,0,HD,1,3,BX
LA12 7PY,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,LA,12,7,PY
YO62 4JW,0,0,0,0,0,1,1,2,0,0,1,1,0,0,0,0,YO,62,4,JW
IG11 0SN,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,IG,11,0,SN
TR26 1RZ,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,TR,26,1,RZ
IP4 1FQ,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,85,IP,4,1,FQ
BL2 6DW,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,BL,2,6,DW
TW18 2NX,10,0,1,11,8,0,0,8,6,0,0,6,0,0,0,0,TW,18,2,NX
NG24 2NU,0,0,0,0,1,0,1,2,2,3,0,5,0,0,0,0,NG,24,2,NU
CA20 1QS,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,CA,20,1,QS
BN23 6EB,0,0,0,0,0,0,0,0,25,1,0,26,33,0,0,33,BN,23,6,EB
NG24 4RF,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,NG,24,4,RF
SS8 9SG,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,SS,8,9,SG
DE14 3LR,0,0,0,0,0,0,0,0,61,3,0,64,5,3,0,8,DE,14,3,LR
SW11 3PF,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,11,SW,11,3,PF
HD8 8DX,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,HD,8,8,DX
SE7 8NF,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,32,SE,7,8,NF
PL15 7PD,0,0,1,1,0,0,1,1,0,0,2,2,0,0,0,0,PL,15,7,PD
ST5 9PT,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,ST,5,9,PT
HU5 2HN,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,HU,5,2,HN
OL14 5LB,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,OL,14,5,LB
SK17 6RW,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,SK,17,6,RW
BS24 9EF,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,11,BS,24,9,EF
PE12 9HU,0,0,0,0,0,0,0,0,54,1,0,55,0,0,0,0,PE,12,9,HU
WF13 3DH,0,0,0,0,0,0,0,0,0,0,0,0,19,0,2,21,WF,13,3,DH
KT10 8HJ,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,KT,10,8,HJ
BS20 7AR,0,0,0,0,0,0,0,0,0,0,0,0,48,0,3,51,BS,20,7,AR
CM9 8AL,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,CM,9,8,AL
NG22 8NQ,1,0,2,3,0,0,0,0,0,1,0,1,0,0,0,0,NG,22,8,NQ
PL16 0AH,0,0,0,0,1,0,0,1,0,15,0,15,0,0,0,0,PL,16,0,AH
PE34 4JH,0,0,0,0,4,2,5,11,0,0,0,0,1,1,1,3,PE,34,4,JH
TA6 4NL,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,TA,6,4,NL
HU3 6BN,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,19,HU,3,6,BN
CO16 8EZ,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,CO,16,8,EZ
BD2 1AS,0,3,0,3,0,2,0,2,0,0,0,0,0,0,0,0,BD,2,1,AS
SN12 6LL,4,7,3,14,0,3,0,3,6,4,0,10,0,0,0,0,SN,12,6,LL
CB7 4UF,0,0,0,0,2,1,1,4,0,0,0,0,0,0,0,0,CB,7,4,UF
CH1 4EQ,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,1,CH,1,4,EQ
LA9 6HF,1,0,0,1,2,0,0,2,3,2,0,5,1,0,0,1,LA,9,6,HF
TN29 0PW,0,0,0,0,0,0,0,0,0,0,0,0,5,519,1,525,TN,29,0,PW
BB11 1DD,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,BB,11,1,DD
PE19 5ZA,0,11,2,13,0,9,0,9,0,10,1,11,0,0,0,0,PE,19,5,ZA
PL10 1PH,5,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,PL,10,1,PH
LE7 2AR,0,0,0,0,15,0,0,15,11,0,0,11,0,0,0,0,LE,7,2,AR
EX32 0UZ,0,0,0,0,1,0,0,1,6,0,0,6,1,0,0,1,EX,32,0,UZ
DN35 7DT,0,0,0,0,33,0,0,33,2,0,1,3,0,0,0,0,DN,35,7,DT
NG24 1LR,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,NG,24,1,LR
SE11 5AL,0,0,0,0,0,0,0,0,0,0,0,0,9,123,0,132,SE,11,5,AL
IP12 3QA,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,2,IP,12,3,QA
SM4 4LX,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,SM,4,4,LX
NG34 9SL,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,NG,34,9,SL
LS1 7BT,0,0,0,0,0,0,0,0,1,1,3,5,0,0,0,0,LS,1,7,BT
N15 4AT,0,0,0,0,0,0,0,0,0,0,0,0,22,1,1,24,N,15,4,AT
PO10 8UJ,1,1,0,2,2,2,0,4,4,4,0,8,0,0,0,0,PO,10,8,UJ
CO5 7EA,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,CO,5,7,EA
CT4 6XJ,0,0,0,0,1,0,1,2,0,1,2,3,0,0,0,0,CT,4,6,XJ
CV4 9GN,1,0,0,1,0,0,0,0,1,0,0,1,2,1,0,3,CV,4,9,GN
CB4 1ZA,39,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,CB,4,1,ZA
CW9 7NW,0,0,0,0,0,0,0,0,9,1,2,12,0,0,0,0,CW,9,7,NW
GL2 4LE,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,GL,2,4,LE
NG2 7NE,0,0,0,0,0,0,0,0,39,1,0,40,0,0,0,0,NG,2,7,NE
TA23 0BS,16,0,0,16,0,0,0,0,29,1,0,30,0,0,0,0,TA,23,0,BS
TS13 4BQ,1,0,0,1,0,0,0,0,33,1,0,34,0,0,0,0,TS,13,4,BQ
DN14 8TN,24,0,0,24,1,0,0,1,0,0,0,0,2,0,0,2,DN,14,8,TN
SS17 0EQ,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,SS,17,0,EQ
