PC,RES_CNT_High,NRP_CNT_High,UNC_CNT_High,TOT_CNT_High,RES_CNT_Medium,NRP_CNT_Medium,UNC_CNT_Medium,TOT_CNT_Medium,RES_CNT_Low,NRP_CNT_Low,UNC_CNT_Low,TOT_CNT_Low,RES_CNT_VeryLow,NRP_CNT_VeryLow,UNC_CNT_VeryLow,TOT_CNT_VeryLow,SORTOFF,DISTRICT,SECTOR,UNIT
CV11 6X*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CV,11,6,X
TA7 0PL,0,0,0,0,0,0,0,0,1,0,12,13,0,0,0,0,TA,7,0,PL
BS9 1FF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,BS,9,1,FF
PE29 2N*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PE,29,2,N
PR7 7D*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PR,7,7,D
S6 1D*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,6,1,D
BN15 9S*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BN,15,9,S
SE25 6J*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SE,25,6,J
CA3 9ER,0,0,0,0,0,0,0,0,21,0,0,21,0,0,0,0,CA,3,9,ER
SE7 7P*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SE,7,7,P
WS3 2L*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WS,3,2,L
RG8 0A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RG,8,0,A
LU6 3A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LU,6,3,A
DA2 6A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DA,2,6,A
PR3 1Z*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PR,3,1,Z
BS30 8G*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BS,30,8,G
YO15 2R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YO,15,2,R
NR14 7D*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,14,7,D
LA2 8R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,2,8,R
PE27 5QH,0,0,0,0,0,0,0,0,45,1,0,46,0,0,0,0,PE,27,5,QH
DT10 2E*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DT,10,2,E
SR2 9R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SR,2,9,R
NN6 8H*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NN,6,8,H
PE9 2HG,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,1,PE,9,2,HG
HU1 1RP,0,0,0,0,0,0,1,1,0,3,2,5,0,0,0,0,HU,1,1,RP
AL4 9A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AL,4,9,A
SG6 3D*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SG,6,3,D
EC2A 2A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EC,2A,2,A
CT4 5S*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CT,4,5,S
DN17 4JE,0,0,0,0,0,0,0,0,1,3,2,6,4,0,0,4,DN,17,4,JE
L8 4Z*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,8,4,Z
OL15 9Q*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OL,15,9,Q
HD1 3S*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HD,1,3,S
SL1 3PB,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,SL,1,3,PB
DE14 2F*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,14,2,F
S65 1ST,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,S,65,1,ST
LS12 4H*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LS,12,4,H
YO26 4YY,0,0,0,0,0,0,0,0,57,0,0,57,0,0,0,0,YO,26,4,YY
WF9 4Q*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WF,9,4,Q
NW8 7P*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NW,8,7,P
RM8 2Q*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RM,8,2,Q
CT14 7R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CT,14,7,R
SL6 2N*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SL,6,2,N
CB24 5G*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,24,5,G
CA7 9B*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,7,9,B
B67 6R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,67,6,R
DE21 4X*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,21,4,X
RH15 8X*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RH,15,8,X
M6 5E*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,6,5,E
BH21 5P*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BH,21,5,P
CV33 9U*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CV,33,9,U
SE19 3R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SE,19,3,R
IP24 2L*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IP,24,2,L
SL6 7E*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SL,6,7,E
AL3 8H*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AL,3,8,H
CA8 1A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,8,1,A
BS16 2N*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BS,16,2,N
W1U 7Q*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,1U,7,Q
BR2 8R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BR,2,8,R
WR14 2T*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,14,2,T
LE67 3D*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LE,67,3,D
NG17 7A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NG,17,7,A
CO3 4S*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CO,3,4,S
PR4 5T*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PR,4,5,T
OX14 2L*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OX,14,2,L
SW11 2T*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SW,11,2,T
CM23 4B*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CM,23,4,B
WS13 7H*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WS,13,7,H
S43 1L*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,43,1,L
AL3 8PL,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,AL,3,8,PL
HP20 2A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HP,20,2,A
PE10 0P*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PE,10,0,P
WC1H 8E*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WC,1H,8,E
CT8 8A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CT,8,8,A
TA8 2A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TA,8,2,A
S43 1P*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,43,1,P
NG23 7BQ,0,0,0,0,0,0,0,0,5,2,8,15,0,0,0,0,NG,23,7,BQ
NG9 2P*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NG,9,2,P
BN27 2A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BN,27,2,A
SL4 2QB,0,0,0,0,0,0,0,0,1,0,0,1,11,0,0,11,SL,4,2,QB
ME14 4D*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ME,14,4,D
PL9 0H*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PL,9,0,H
EX24 6T*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EX,24,6,T
BL2 1J*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BL,2,1,J
DE21 6F*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,21,6,F
N1 6E*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,1,6,E
CO12 4R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CO,12,4,R
EX32 9F*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EX,32,9,F
SP2 7G*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SP,2,7,G
BA1 6A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BA,1,6,A
LE65 1AG,0,0,0,0,0,0,0,0,5,11,1,17,0,0,0,0,LE,65,1,AG
WA9 5P*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WA,9,5,P
WN3 5Y*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WN,3,5,Y
OL1 4N*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OL,1,4,N
B28 8T*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,28,8,T
S2 3N*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,2,3,N
MK41 9L*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MK,41,9,L
EN3 7Q*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EN,3,7,Q
ME19 6H*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ME,19,6,H
RM12 5L*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RM,12,5,L
TS5 4G*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TS,5,4,G
GL4 8D*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GL,4,8,D
GL3 4H*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GL,3,4,H
LN4 2D*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LN,4,2,D
NW2 4L*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NW,2,4,L
CR4 2A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CR,4,2,A
E14 3F*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,14,3,F
L4 2P*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,4,2,P
M34 2G*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,34,2,G
W12 7T*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,12,7,T
NR13 3H*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,13,3,H
HA0 3T*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HA,0,3,T
DH6 1G*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DH,6,1,G
N18 2D*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,18,2,D
PL26 8Y*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PL,26,8,Y
BS49 5E*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BS,49,5,E
NE71 6L*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,71,6,L
L32 0Q*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,32,0,Q
SO18 3H*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SO,18,3,H
BN43 5FE,0,0,0,0,0,0,0,0,31,1,2,34,9,0,0,9,BN,43,5,FE
DN40 1HB,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,29,DN,40,1,HB
SP4 8A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SP,4,8,A
S18 2X*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,18,2,X
NN16 9S*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NN,16,9,S
SG13 7S*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SG,13,7,S
NG21 0A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NG,21,0,A
M14 5G*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,14,5,G
GL1 4H*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GL,1,4,H
PR8 4R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PR,8,4,R
HD9 5J*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HD,9,5,J
WC2R 3L*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WC,2R,3,L
M13 0A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,13,0,A
CM15 9B*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CM,15,9,B
FY3 0D*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FY,3,0,D
LS2 7QN,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,LS,2,7,QN
BB2 4P*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BB,2,4,P
RM10 7U*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RM,10,7,U
HU13 9N*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HU,13,9,N
MK42 0A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MK,42,0,A
ME16 8H*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ME,16,8,H
OX28 1U*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OX,28,1,U
LN9 6J*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LN,9,6,J
SE11 4P*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SE,11,4,P
LS6 2L*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LS,6,2,L
EC2V 8H*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EC,2V,8,H
WF5 0E*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WF,5,0,E
KT12 2R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KT,12,2,R
FY7 8LL,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,21,FY,7,8,LL
N1 1L*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,1,1,L
PE22 9N*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PE,22,9,N
TR20 8J*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TR,20,8,J
L27 7A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,27,7,A
SY4 5F*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SY,4,5,F
DL9 3B*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,9,3,B
DE73 8Y*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,73,8,Y
YO22 4G*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YO,22,4,G
TW4 5L*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TW,4,5,L
DN15 8TP,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1,27,DN,15,8,TP
CM14 4H*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CM,14,4,H
KT14 6PS,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,KT,14,6,PS
PL7 1R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PL,7,1,R
SG8 0Q*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SG,8,0,Q
SE20 8J*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SE,20,8,J
BN8 4B*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BN,8,4,B
CB21 6X*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,21,6,X
PR1 4Y*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PR,1,4,Y
OL7 0D*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OL,7,0,D
CB25 9R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CB,25,9,R
DA1 2D*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DA,1,2,D
BN24 5L*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BN,24,5,L
NR18 9S*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,18,9,S
TR15 1F*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TR,15,1,F
B62 0P*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,62,0,P
BD4 7B*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BD,4,7,B
HU15 5G*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HU,15,5,G
DA12 5S*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DA,12,5,S
CT9 5R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CT,9,5,R
BA3 4X*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BA,3,4,X
SR3 2Q*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SR,3,2,Q
DE72 3X*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,72,3,X
TN12 8E*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,12,8,E
CA25 5G*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,25,5,G
TA3 5T*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TA,3,5,T
BS25 5L*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BS,25,5,L
SR3 1X*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SR,3,1,X
IP12 2D*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IP,12,2,D
FY5 3JB,3,0,0,3,1,0,0,1,3,0,0,3,0,0,0,0,FY,5,3,JB
PR3 0HA,0,0,1,1,3,0,0,3,2,0,0,2,0,0,0,0,PR,3,0,HA
PO8 9J*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PO,8,9,J
SM1 4P*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SM,1,4,P
PE27 3XU,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,PE,27,3,XU
HP19 8D*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HP,19,8,D
BR3 5L*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BR,3,5,L
TS1 3A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TS,1,3,A
DL16 6H*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,16,6,H
OX14 1G*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OX,14,1,G
SE28 8T*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SE,28,8,T
MK9 1U*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MK,9,1,U
YO16 7S*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YO,16,7,S
WC2H 9H*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WC,2H,9,H
CR4 4TU,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,CR,4,4,TU
PO19 7X*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PO,19,7,X
SL4 1G*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SL,4,1,G
W1U 6E*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,1U,6,E
BD10 8R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BD,10,8,R
PL6 5R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PL,6,5,R
DL16 7S*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,16,7,S
LE9 7Q*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LE,9,7,Q
SL2 3B*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SL,2,3,B
HU5 4D*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HU,5,4,D
W4 1L*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,4,1,L
BS37 5F*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BS,37,5,F
RG14 1G*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RG,14,1,G
BL4 8T*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BL,4,8,T
NE6 5L*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,6,5,L
SO40 3G*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SO,40,3,G
HP22 5X*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HP,22,5,X
E3 5H*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,3,5,H
BS35 4D*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BS,35,4,D
NE42 6BL,0,0,0,0,0,0,0,0,2,0,2,4,0,0,0,0,NE,42,6,BL
PR1 9TB,0,0,0,0,0,0,0,0,16,1,0,17,0,0,0,0,PR,1,9,TB
S66 8L*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,66,8,L
SL7 1N*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SL,7,1,N
NR26 8R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,26,8,R
BA11 1AF,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,BA,11,1,AF
BB1 2N*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BB,1,2,N
SE13 7B*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SE,13,7,B
GL5 4D*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GL,5,4,D
UB3 2G*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UB,3,2,G
BR6 9P*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BR,6,9,P
L40 1R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,40,1,R
NG31 7P*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NG,31,7,P
EX14 1Y*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EX,14,1,Y
BS27 3N*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BS,27,3,N
WA3 7W*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WA,3,7,W
WD3 1R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WD,3,1,R
CW10 0R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CW,10,0,R
SO40 2Q*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SO,40,2,Q
PE14 7AP,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,PE,14,7,AP
SO16 3N*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SO,16,3,N
RG42 1S*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RG,42,1,S
YO14 0B*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YO,14,0,B
DA7 4N*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DA,7,4,N
DY5 2J*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DY,5,2,J
B29 6T*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,29,6,T
LE3 8L*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LE,3,8,L
PO12 1H*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PO,12,1,H
SG5 2W*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SG,5,2,W
TN25 4P*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,25,4,P
NN11 6D*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NN,11,6,D
NG5 6H*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NG,5,6,H
SE25 5D*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SE,25,5,D
BD23 3H*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BD,23,3,H
NE24 4D*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,24,4,D
YO42 2N*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YO,42,2,N
NG10 4HD,0,0,0,0,0,0,0,0,45,0,0,45,0,0,0,0,NG,10,4,HD
PL17 8P*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PL,17,8,P
BB12 7L*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BB,12,7,L
GL8 8T*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GL,8,8,T
DY7 5AU,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,DY,7,5,AU
LS10 4Y*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LS,10,4,Y
DE56 0P*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,56,0,P
S65 2X*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,65,2,X
B25 8P*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,25,8,P
NN2 8N*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NN,2,8,N
E17 8F*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,17,8,F
LA12 0QH,0,0,3,3,0,3,0,3,1,0,1,2,0,0,0,0,LA,12,0,QH
BS26 2AJ,0,0,0,0,0,0,1,1,0,1,1,2,0,0,0,0,BS,26,2,AJ
PE12 9L*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PE,12,9,L
RM14 3T*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RM,14,3,T
TA24 5J*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TA,24,5,J
WN6 8B*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WN,6,8,B
DA8 2HZ,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,DA,8,2,HZ
SS1 3BW,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,19,SS,1,3,BW
DE7 8G*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE,7,8,G
EC1R 1X*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EC,1R,1,X
BL3 6U*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BL,3,6,U
M5 3A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,5,3,A
NE71 6R*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,71,6,R
OX4 6A*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OX,4,6,A
